time,open,high,low,close,
30/11/2010 0:00,1.30919,1.3136,1.29685,1.30097,230360
01/12/2010 0:00,1.30094,1.3178,1.3009,1.31057,201776
02/12/2010 0:00,1.31057,1.32468,1.30599,1.32034,204882
03/12/2010 0:00,1.32034,1.34376,1.31989,1.34135,147750
05/12/2010 0:00,1.33773,1.34218,1.33336,1.33513,30729
06/12/2010 0:00,1.33518,1.33806,1.32459,1.33367,171332
07/12/2010 0:00,1.33369,1.34,1.32137,1.32319,184852
08/12/2010 0:00,1.32319,1.33223,1.31798,1.33138,184442
09/12/2010 0:00,1.33138,1.33172,1.31643,1.32534,169012
10/12/2010 0:00,1.32534,1.32819,1.31785,1.32218,119522
12/12/2010 0:00,1.31937,1.32093,1.31821,1.3184,20896
13/12/2010 0:00,1.31845,1.34329,1.31833,1.33882,172716
14/12/2010 0:00,1.33887,1.34979,1.33361,1.33539,196667
15/12/2010 0:00,1.33534,1.33771,1.32078,1.32121,200750
16/12/2010 0:00,1.32121,1.32949,1.31809,1.32892,174445
17/12/2010 0:00,1.32896,1.33581,1.31329,1.31864,144050
19/12/2010 0:00,1.31812,1.31849,1.31251,1.31534,31482
20/12/2010 0:00,1.31532,1.31929,1.30943,1.31665,187541
21/12/2010 0:00,1.31667,1.32014,1.30732,1.31336,176994
22/12/2010 0:00,1.31339,1.31806,1.3078,1.31122,155156
23/12/2010 0:00,1.31122,1.31512,1.3055,1.31288,129281
24/12/2010 0:00,1.31288,1.31475,1.30976,1.31188,49050
26/12/2010 0:00,1.3111,1.31309,1.30716,1.31263,21688
27/12/2010 0:00,1.31261,1.32544,1.31142,1.32423,102218
28/12/2010 0:00,1.3242,1.3274,1.30827,1.31273,131364
29/12/2010 0:00,1.31272,1.32589,1.31087,1.32342,132490
30/12/2010 0:00,1.32342,1.33139,1.32238,1.32902,127264
31/12/2010 0:00,1.32903,1.34238,1.329,1.33851,95340
02/01/2011 0:00,1.33436,1.33615,1.32758,1.32949,27894
03/01/2011 0:00,1.32949,1.33947,1.325,1.33512,164148
04/01/2011 0:00,1.33512,1.34298,1.32633,1.32705,197762
05/01/2011 0:00,1.32703,1.3289,1.31262,1.31395,189694
06/01/2011 0:00,1.31395,1.31591,1.29723,1.29867,179481
07/01/2011 0:00,1.29867,1.3013,1.29045,1.2906,145184
09/01/2011 0:00,1.28745,1.29292,1.28713,1.29052,24626
10/01/2011 0:00,1.29052,1.29864,1.28739,1.29434,162129
11/01/2011 0:00,1.29436,1.30161,1.2907,1.29898,182578
12/01/2011 0:00,1.29902,1.31428,1.29621,1.31042,183152
13/01/2011 0:00,1.31041,1.33829,1.30886,1.33467,183800
14/01/2011 0:00,1.33467,1.34521,1.33142,1.33868,148222
16/01/2011 0:00,1.33812,1.33847,1.33329,1.33363,23444
17/01/2011 0:00,1.33364,1.3342,1.32441,1.33149,165780
18/01/2011 0:00,1.33148,1.34622,1.33033,1.34459,214261
19/01/2011 0:00,1.34465,1.35379,1.34267,1.34552,215622
20/01/2011 0:00,1.34554,1.35218,1.33958,1.34964,225885
21/01/2011 0:00,1.34966,1.36247,1.34646,1.36204,167884
23/01/2011 0:00,1.36388,1.36417,1.35859,1.35933,30927
24/01/2011 0:00,1.35932,1.36852,1.35407,1.3659,184422
25/01/2011 0:00,1.36589,1.37038,1.35742,1.36914,206746
26/01/2011 0:00,1.36914,1.37212,1.36449,1.37031,182280
27/01/2011 0:00,1.37029,1.37572,1.36385,1.37039,182712
28/01/2011 0:00,1.37037,1.37458,1.35831,1.36099,137088
30/01/2011 0:00,1.35866,1.3614,1.35699,1.36033,31215
31/01/2011 0:00,1.36033,1.37391,1.35981,1.3728,194710
01/02/2011 0:00,1.3728,1.38612,1.37004,1.38512,202257
02/02/2011 0:00,1.38513,1.3855,1.37689,1.37945,196773
03/02/2011 0:00,1.3795,1.38246,1.3609,1.36302,199467
04/02/2011 0:00,1.36302,1.36492,1.35431,1.35798,152028
06/02/2011 0:00,1.3559,1.3623,1.3559,1.36096,34026
07/02/2011 0:00,1.36096,1.36262,1.35079,1.36151,200556
08/02/2011 0:00,1.36151,1.36881,1.35925,1.36404,218330
09/02/2011 0:00,1.36402,1.37428,1.36106,1.37017,171716
10/02/2011 0:00,1.37017,1.37018,1.3562,1.35803,177858
11/02/2011 0:00,1.35803,1.35803,1.34972,1.35504,123309
13/02/2011 0:00,1.3506,1.35502,1.3501,1.35323,31982
14/02/2011 0:00,1.35324,1.35582,1.3428,1.35077,168335
15/02/2011 0:00,1.35079,1.35504,1.34609,1.35293,195090
16/02/2011 0:00,1.35295,1.36058,1.34619,1.358,206260
17/02/2011 0:00,1.35801,1.36268,1.35368,1.36052,199400
18/02/2011 0:00,1.36051,1.37144,1.35459,1.36921,168023
20/02/2011 0:00,1.36972,1.37147,1.36698,1.3675,27258
21/02/2011 0:00,1.36751,1.37085,1.35649,1.35915,147619
22/02/2011 0:00,1.35915,1.37117,1.35269,1.36939,224071
23/02/2011 0:00,1.36938,1.37863,1.3683,1.37754,198670
24/02/2011 0:00,1.37753,1.38377,1.3704,1.38252,226348
25/02/2011 0:00,1.3825,1.38349,1.37237,1.37529,141457
27/02/2011 0:00,1.37529,1.37623,1.37111,1.37566,32417
28/02/2011 0:00,1.37566,1.38544,1.37545,1.38055,184029
01/03/2011 0:00,1.38054,1.38538,1.3743,1.37501,193378
02/03/2011 0:00,1.37505,1.38897,1.3745,1.38559,175758
03/03/2011 0:00,1.38559,1.3971,1.38327,1.39549,177645
04/03/2011 0:00,1.39549,1.40064,1.39412,1.39863,128328
06/03/2011 0:00,1.39889,1.3998,1.39619,1.39744,27871
07/03/2011 0:00,1.39744,1.40356,1.39554,1.3988,186848
08/03/2011 0:00,1.3988,1.3988,1.38632,1.38888,185220
09/03/2011 0:00,1.38889,1.39411,1.38554,1.3868,187573
10/03/2011 0:00,1.38677,1.38781,1.37753,1.38239,192117
11/03/2011 0:00,1.38238,1.3914,1.3752,1.39024,152930
13/03/2011 0:00,1.39633,1.39722,1.39159,1.39249,50521
14/03/2011 0:00,1.39249,1.40028,1.38937,1.3923,187936
15/03/2011 0:00,1.3923,1.40127,1.38553,1.3971,233461
16/03/2011 0:00,1.39712,1.40007,1.38665,1.39253,251986
17/03/2011 0:00,1.39254,1.40868,1.39153,1.40706,224444
18/03/2011 0:00,1.40707,1.41834,1.40427,1.41788,145272
20/03/2011 0:00,1.41933,1.41958,1.4159,1.41721,36114
21/03/2011 0:00,1.41721,1.42388,1.41396,1.42172,152007
22/03/2011 0:00,1.42172,1.4248,1.41531,1.41762,161976
23/03/2011 0:00,1.41763,1.42142,1.40704,1.40838,184961
24/03/2011 0:00,1.4084,1.42158,1.40533,1.41703,171501
25/03/2011 0:00,1.41703,1.41932,1.40554,1.40869,145114
27/03/2011 0:00,1.40353,1.40687,1.40207,1.40567,27936
28/03/2011 0:00,1.40567,1.4115,1.40262,1.40951,145143
29/03/2011 0:00,1.40952,1.41484,1.40472,1.40764,181720
30/03/2011 0:00,1.40764,1.4147,1.40518,1.41381,173257
31/03/2011 0:00,1.41381,1.42328,1.41352,1.41708,180599
01/04/2011 0:00,1.41708,1.42451,1.40618,1.42331,143848
03/04/2011 0:00,1.42276,1.42678,1.42167,1.42262,30136
04/04/2011 0:00,1.42261,1.42497,1.41854,1.4201,152786
05/04/2011 0:00,1.42007,1.42659,1.41514,1.42559,161385
06/04/2011 0:00,1.42559,1.43489,1.42522,1.43042,166665
07/04/2011 0:00,1.43041,1.44005,1.42441,1.43884,197972
08/04/2011 0:00,1.43885,1.44872,1.43843,1.44801,127731
10/04/2011 0:00,1.44702,1.44831,1.44409,1.4464,38807
11/04/2011 0:00,1.44638,1.44696,1.4377,1.44004,170755
12/04/2011 0:00,1.44008,1.45185,1.438,1.4477,199176
13/04/2011 0:00,1.4477,1.45195,1.44073,1.44742,185194
14/04/2011 0:00,1.4474,1.4514,1.43649,1.44732,190476
15/04/2011 0:00,1.44736,1.44998,1.43906,1.44274,135354
17/04/2011 0:00,1.44086,1.44195,1.43494,1.43749,39316
18/04/2011 0:00,1.43749,1.43843,1.41606,1.42223,192123
19/04/2011 0:00,1.42223,1.44106,1.4205,1.43898,196667
20/04/2011 0:00,1.43897,1.4582,1.43825,1.45672,206532
21/04/2011 0:00,1.45671,1.46482,1.45312,1.45702,166340
22/04/2011 0:00,1.45695,1.45878,1.45334,1.45602,38248
24/04/2011 0:00,1.45588,1.46053,1.4525,1.45589,42716
25/04/2011 0:00,1.45594,1.46268,1.4493,1.45269,117551
26/04/2011 0:00,1.45269,1.47111,1.45073,1.46909,191353
27/04/2011 0:00,1.46909,1.48788,1.46324,1.48617,200456
28/04/2011 0:00,1.48617,1.48652,1.47725,1.48271,179362
29/04/2011 0:00,1.48271,1.48776,1.48042,1.48043,100740
01/05/2011 0:00,1.4813,1.4863,1.47628,1.47919,51869
02/05/2011 0:00,1.47921,1.49015,1.47713,1.48124,149566
03/05/2011 0:00,1.48124,1.48888,1.4754,1.47995,205404
04/05/2011 0:00,1.47995,1.49398,1.47995,1.48597,225785
05/05/2011 0:00,1.48598,1.48978,1.45099,1.45486,259762
06/05/2011 0:00,1.45488,1.45869,1.43109,1.43146,223502
08/05/2011 0:00,1.43555,1.44059,1.43414,1.4402,48888
09/05/2011 0:00,1.4402,1.44408,1.42557,1.4327,266567
10/05/2011 0:00,1.4327,1.44227,1.42703,1.439,274782
11/05/2011 0:00,1.43905,1.44227,1.41723,1.42211,270090
12/05/2011 0:00,1.42212,1.42755,1.4123,1.42068,301354
13/05/2011 0:00,1.42066,1.43383,1.40666,1.41163,228495
15/05/2011 0:00,1.4084,1.41068,1.4048,1.40898,59991
16/05/2011 0:00,1.40898,1.42442,1.40795,1.41688,266751
17/05/2011 0:00,1.41688,1.42862,1.4123,1.42753,269671
18/05/2011 0:00,1.42755,1.43053,1.41947,1.42959,236161
19/05/2011 0:00,1.42959,1.43365,1.42062,1.4316,226920
20/05/2011 0:00,1.43159,1.43452,1.4133,1.41561,194107
22/05/2011 0:00,1.41197,1.41443,1.4064,1.4075,50570
23/05/2011 0:00,1.4075,1.40777,1.39694,1.40659,247359
24/05/2011 0:00,1.40659,1.41324,1.40333,1.40486,240943
25/05/2011 0:00,1.40485,1.41727,1.40129,1.41647,256180
26/05/2011 0:00,1.41646,1.42751,1.40735,1.425,260384
27/05/2011 0:00,1.425,1.43198,1.41833,1.43163,190599
29/05/2011 0:00,1.43194,1.43212,1.42665,1.42704,34775
30/05/2011 0:00,1.42702,1.44057,1.42567,1.43837,138501
31/05/2011 0:00,1.43844,1.44366,1.43624,1.44335,212699
01/06/2011 0:00,1.44332,1.44584,1.43077,1.43661,232483
